단어,빈도수
상상,55
뇌물,55
억지,55
결집,55
구걸,54
제목,54
유리,54
어린이,54
여기저기,54
문건,54
응답,54
출마,54
포함,54
똥줄,54
어른,54
배달,54
청소,54
하니,54
혓바닥,54
설명,54
수지,54
이념,53
지저분,53
할배,53
앞으로,53
미군,53
조선족,53
추미애,53
회사,53
파렴치한,53
눈깔,53
최순,53
양파,53
성격,53
재선,53
규제,53
중독,53
아내,53
남은,53
다행,53
하수구,52
계속,52
치료,52
도적,52
마당,52
갈등,52
어머니,52
그놈,52
해서,52
논두렁,52
주범,52
공급,52
촉새,50
지시,50
이자,50
실망,50
이미지,50
실천,50
네이버,50
지식,50
개표,50
회피,50
티브이,50
장사,50
가슴,50
사상,50
이여,50
아라,50
옹호,50
아래,50
밑밥,50
조용,49
구토,49
스타일,49
노예,49
인증,49
수당,49
짐승,49
족속,49
방식,49
촛불,49
작자,49
김대중,49
금지,49
각종,49
장례식,49
여행,49
김어준,48
요구,48
영감,48
결론,48
상대로,48
아니,48
재정,48
대책,48
천벌,48
자백,48
들통,48
감정,48
포장,48
수신,48
의도,48
아저씨,48
오만,48
초보,47
연루,47
재미,47
기술,47
혐의,47
한나라,47
제시,47
가나,47
성범죄,47
파악,47
안희정,47
사망,47
적극,47
연설,47
새끼,47
임금,47
뿌리,47
권리,46
만세,46
건지,46
멍청이,46
은행,46
해대,46
특혜,46
아빠,46
악질,46
장갑,46
기준,46
페이퍼,46
정체,46
사이코,46
임대,46
적용,46
수작,46
과정,46
최저임금,45
강력,45
행정,45
가리,45
선수,45
더불어민주당,45
희대,45
연기,45
윤미향,45
증명,45
개망신,45
낙선,45
말투,45
활동,45
이전,45
대세,45
우선,45
자유민주주의,45
생떼,45
싶다,45
계좌,45
경력,45
사형,45
한쪽,45
물가,45
성향,45
단군,44
기록,44
임명,44
재판,44
대다수,44
30년,44
차별,44
철저,44
가면,44
동맹,44
파일,44
비겁,44
진행,44
총선,44
남국,44
정년,44
면제,43
공직자,43
징역,43
무죄,43
속옷,43
월평,43
광주,43
속내,43
위선자,43
꼬리,43
리다,43
실드,43
구분,43
용기,43
라이,43
바른,43
악랄,43
사장,43
공범,43
일반인,43
거품,43
불의,43
자존심,42
전두환,42
살해,42
최소,42
면상,42
인재,42
판사,42
미안,42
경쟁,42
역할,42
원칙,42
성폭행,42
