단어,tf-idf
윤석열,0.4255999151248348
후보,0.3145127126087711
국민,0.29609861936469783
토론,0.24125810166689424
사람,0.22552242198559527
대통령,0.224718897916763
이재명,0.21179555247637705
안철수,0.2104563456949899
나라,0.1580933605427525
정권,0.14831715103862636
