단어,tf-idf
이재명,0.4708048671275338
사람,0.28267156146230105
국민,0.2771574344933239
대통령,0.26061505358639253
후보,0.2344229504837512
윤석열,0.18791564275856257
인간,0.1768873888206083
나라,0.14460072433120277
대장동,0.13923170596667242
민주당,0.13074285260653656
