단어,tf-idf
안철수,0.5862257629125255
문재인,0.35518962631461665
후보,0.26403327534867377
사람,0.23398481708201974
국민,0.2158153287656411
대통령,0.20873849560377494
지지,0.16880493704753008
철수,0.13111799219346498
홍준표,0.12718641821465043
정치,0.11381906668668099
