단어,tf-idf
심상정,0.43090928405366885
정의당,0.4206669581169093
지지,0.2720069130919424
국민,0.21245510371678342
허경영,0.20982136276161667
민주당,0.20528547556105173
사람,0.20396860508346837
후보,0.17924070389329178
생각,0.14412415782440197
정치,0.11529932625952158
