단어,tf-idf
홍준표,0.4281082460035156
후보,0.3034095459588418
사람,0.2727200099824293
보수,0.24785214242308798
대통령,0.24688186435357612
유승민,0.2384727877511399
문재인,0.23574163466658796
국민,0.2108018946576532
지지,0.17317666729547065
나라,0.15402265947881036
